North Korea,year,obs_anoms,smoothed_anoms,ssp126,ssp245,ssp370,ssp585
116,1916,0.08064516129032268,-0.15,,,,
117,1917,-0.6493548387096773,-0.1,,,,
118,1918,-0.13935483870967735,-0.07,,,,
119,1919,0.24064516129032265,-0.03,,,,
120,1920,0.6306451612903227,-0.01,,,,
121,1921,0.18064516129032265,0.02,,,,
122,1922,-0.019354838709677358,0.03,,,,
123,1923,-0.1793548387096774,0.05,,,,
124,1924,0.020645161290322678,0.07,,,,
125,1925,0.10064516129032264,0.08,,,,
126,1926,-0.039354838709677376,0.08,,,,
127,1927,0.04064516129032264,0.08,,,,
128,1928,-0.009354838709677349,0.09,,,,
129,1929,0.16064516129032264,0.11,,,,
130,1930,0.7106451612903226,0.13,,,,
131,1931,-0.2893548387096774,0.16,,,,
132,1932,0.5006451612903227,0.2,,,,
133,1933,-0.039354838709677376,0.24,,,,
134,1934,-0.05935483870967739,0.28,,,,
135,1935,0.7406451612903227,0.31,,,,
136,1936,-0.5293548387096774,0.34,,,,
137,1937,0.5206451612903227,0.37,,,,
138,1938,0.5506451612903227,0.4,,,,
139,1939,1.0006451612903227,0.43,,,,
140,1940,0.43064516129032265,0.46,,,,
141,1941,0.24064516129032265,0.49,,,,
142,1942,0.37064516129032266,0.52,,,,
143,1943,0.9506451612903226,0.56,,,,
144,1944,0.36064516129032265,0.58,,,,
145,1945,-0.39935483870967736,0.59,,,,
146,1946,0.8606451612903226,0.59,,,,
147,1947,-1.3093548387096774,0.58,,,,
148,1948,0.9106451612903226,0.58,,,,
149,1949,0.7906451612903227,0.57,,,,
150,1950,0.8206451612903227,0.56,,,,
151,1951,0.5406451612903227,0.55,,,,
152,1952,0.18064516129032265,0.54,,,,
153,1953,0.15064516129032263,0.54,,,,
154,1954,0.37064516129032266,0.55,,,,
155,1955,0.9406451612903226,0.57,,,,
156,1956,-0.6093548387096774,0.59,,,,
157,1957,-0.1793548387096774,0.6,,,,
158,1958,0.7706451612903227,0.61,,,,
159,1959,1.2406451612903227,0.62,,,,
160,1960,1.0306451612903227,0.63,,,,
161,1961,1.2906451612903227,0.62,,,,
162,1962,0.5506451612903227,0.61,,,,
163,1963,0.25064516129032266,0.57,,,,
164,1964,0.6306451612903227,0.52,,,,
165,1965,0.13064516129032266,0.46,,,,
166,1966,0.2706451612903227,0.41,,,,
167,1967,0.43064516129032265,0.37,,,,
168,1968,0.5806451612903226,0.35,,,,
169,1969,-0.3393548387096773,0.36,,,,
170,1970,0.13064516129032266,0.38,,,,
171,1971,0.25064516129032266,0.41,,,,
172,1972,0.5106451612903227,0.46,,,,
173,1973,0.8606451612903226,0.5,,,,
174,1974,0.06064516129032266,0.55,,,,
175,1975,1.3106451612903225,0.59,,,,
176,1976,0.25064516129032266,0.63,,,,
177,1977,0.8606451612903226,0.66,,,,
178,1978,1.0406451612903227,0.68,,,,
179,1979,1.2106451612903226,0.68,,,,
180,1980,-0.039354838709677376,0.68,,,,
181,1981,0.24064516129032265,0.67,,,,
182,1982,1.2106451612903226,0.67,,,,
183,1983,1.0106451612903227,0.68,,,,
184,1984,0.2706451612903227,0.71,,,,
185,1985,0.36064516129032265,0.76,,,,
186,1986,0.20064516129032267,0.81,,,,
187,1987,0.6706451612903226,0.87,,,,
188,1988,0.9406451612903226,0.93,,,,
189,1989,1.7706451612903227,0.98,,,,
190,1990,1.7406451612903227,1.04,,,,
191,1991,1.1006451612903225,1.11,,,,
192,1992,1.2006451612903226,1.19,,,,
193,1993,0.8706451612903227,1.25,,,,
194,1994,1.8806451612903226,1.29,,,,
195,1995,1.1106451612903228,1.31,,,,
196,1996,0.8106451612903227,1.32,,,,
197,1997,1.3906451612903226,1.34,,,,
198,1998,2.2706451612903225,1.36,,,,
199,1999,1.7706451612903227,1.38,,,,
200,2000,0.9906451612903227,1.41,,,,
201,2001,1.2306451612903226,1.44,,,,
202,2002,1.3806451612903228,1.47,,,,
203,2003,1.5606451612903227,1.48,,,,
204,2004,1.9806451612903226,1.48,,,,
205,2005,0.8706451612903227,1.46,1.29,1.29,1.39,1.32
206,2006,1.5006451612903227,1.43,1.32,1.32,1.41,1.35
207,2007,2.0706451612903227,1.41,1.36,1.36,1.44,1.38
208,2008,1.8706451612903225,1.4,1.4,1.4,1.46,1.41
209,2009,1.3506451612903225,1.41,1.44,1.44,1.48,1.45
210,2010,0.9306451612903226,1.43,1.48,1.48,1.51,1.48
211,2011,0.9706451612903226,1.44,1.52,1.52,1.53,1.51
212,2012,0.6906451612903226,1.49,1.56,1.56,1.56,1.55
213,2013,1.1206451612903225,1.54,1.6,1.61,1.59,1.58
214,2014,1.8606451612903228,1.59,1.65,1.65,1.62,1.62
215,2015,2.000645161290323,1.65,1.7,1.71,1.66,1.68
216,2016,1.8006451612903227,1.72,1.75,1.75,1.7,1.73
217,2017,1.5906451612903227,1.79,1.8,1.8,1.74,1.79
218,2018,1.4906451612903227,1.86,1.85,1.84,1.78,1.84
219,2019,2.2406451612903227,1.93,1.9,1.89,1.82,1.9
220,2020,2.2006451612903226,2.01,1.95,1.93,1.86,1.96
221,2021,,,2.0,1.98,1.91,2.02
222,2022,,,2.04,2.02,1.95,2.07
223,2023,,,2.07,2.05,1.99,2.12
224,2024,,,2.11,2.09,2.03,2.17
225,2025,,,2.15,2.13,2.08,2.22
226,2026,,,2.18,2.17,2.12,2.26
227,2027,,,2.22,2.21,2.16,2.31
228,2028,,,2.25,2.24,2.2,2.35
229,2029,,,2.28,2.28,2.23,2.39
230,2030,,,2.31,2.31,2.27,2.43
231,2031,,,2.34,2.35,2.31,2.48
232,2032,,,2.36,2.38,2.35,2.52
233,2033,,,2.39,2.42,2.38,2.57
234,2034,,,2.42,2.45,2.41,2.63
235,2035,,,2.45,2.48,2.45,2.68
236,2036,,,2.47,2.51,2.49,2.74
237,2037,,,2.49,2.55,2.53,2.79
238,2038,,,2.51,2.58,2.57,2.85
239,2039,,,2.53,2.61,2.61,2.9
240,2040,,,2.55,2.64,2.66,2.96
241,2041,,,2.56,2.68,2.7,3.02
242,2042,,,2.58,2.7,2.75,3.07
243,2043,,,2.6,2.73,2.79,3.12
244,2044,,,2.61,2.76,2.83,3.18
245,2045,,,2.63,2.78,2.88,3.24
246,2046,,,2.64,2.81,2.93,3.29
247,2047,,,2.65,2.84,2.98,3.34
248,2048,,,2.65,2.86,3.02,3.39
249,2049,,,2.66,2.88,3.06,3.44
250,2050,,,2.66,2.91,3.11,3.5
251,2051,,,2.68,2.94,3.15,3.55
252,2052,,,2.69,2.96,3.19,3.6
253,2053,,,2.7,2.99,3.23,3.66
254,2054,,,2.72,3.01,3.28,3.71
255,2055,,,2.73,3.04,3.32,3.76
256,2056,,,2.74,3.06,3.35,3.82
257,2057,,,2.75,3.09,3.39,3.88
258,2058,,,2.76,3.11,3.43,3.95
259,2059,,,2.77,3.13,3.46,4.01
260,2060,,,2.78,3.15,3.5,4.07
261,2061,,,2.78,3.17,3.55,4.14
262,2062,,,2.78,3.19,3.6,4.21
263,2063,,,2.78,3.21,3.64,4.27
264,2064,,,2.78,3.23,3.69,4.34
265,2065,,,2.78,3.25,3.74,4.41
266,2066,,,2.78,3.27,3.79,4.48
267,2067,,,2.78,3.29,3.84,4.54
268,2068,,,2.77,3.32,3.89,4.6
269,2069,,,2.77,3.34,3.95,4.66
270,2070,,,2.77,3.37,4.01,4.73
271,2071,,,2.78,3.39,4.07,4.79
272,2072,,,2.78,3.42,4.13,4.85
273,2073,,,2.78,3.45,4.18,4.91
274,2074,,,2.78,3.48,4.23,4.98
275,2075,,,2.78,3.51,4.27,5.04
276,2076,,,2.78,3.54,4.32,5.1
277,2077,,,2.78,3.57,4.37,5.17
278,2078,,,2.78,3.6,4.41,5.23
279,2079,,,2.77,3.62,4.46,5.31
280,2080,,,2.76,3.64,4.52,5.37
281,2081,,,2.75,3.66,4.57,5.44
282,2082,,,2.74,3.68,4.61,5.51
283,2083,,,2.74,3.69,4.66,5.58
284,2084,,,2.73,3.7,4.72,5.65
285,2085,,,2.72,3.71,4.77,5.72
286,2086,,,2.72,3.72,4.82,5.78
287,2087,,,2.71,3.73,4.87,5.85
288,2088,,,2.71,3.74,4.93,5.92
289,2089,,,2.7,3.75,4.98,6.0
290,2090,,,2.7,3.76,5.03,6.07
291,2091,,,2.7,3.78,5.08,6.14
292,2092,,,2.71,3.79,5.13,6.21
293,2093,,,2.71,3.8,5.18,6.27
294,2094,,,2.72,3.81,5.22,6.33
295,2095,,,2.72,3.83,5.27,6.4
296,2096,,,2.73,3.84,5.33,6.47
297,2097,,,2.74,3.85,5.38,6.53
298,2098,,,2.74,3.86,5.43,6.59
299,2099,,,2.75,3.87,5.48,6.65
300,2100,,,2.76,3.89,5.54,6.72
